index,A,B,C,V
1829,-259.6375138714859,-654.4908427740712,-571.3755704353406,0
1830,-258.5579621272943,-653.618141258212,-571.1712849626158,0
1831,-259.6995748335477,-654.734847311182,-571.3019939750644,0
1832,-259.48383615047976,-654.2030991746674,-571.0731051289617,0
1833,-259.0378945648664,-654.1867938597538,-570.7785891993964,0
1834,-259.19700089064617,-654.8781127003812,-571.5531175179815,0
1835,-259.5411264882601,-654.0073206096322,-571.1863263194659,0
1836,-258.75263721798547,-654.5691605333228,-571.8962848620228,0
1837,-259.85695817590357,-653.397481039742,-572.153318217714,0
1838,-259.76667013354063,-654.3398927518822,-571.906940785083,0
1839,-478.6158886863438,274.1276835724041,466.7589116683539,1
1840,-259.3016429225492,-654.6482122838195,-571.3707985956999,0
1841,-259.6187334594137,-654.2754451321921,-571.4072613675254,0
1842,-259.8148342729853,-654.6187017163935,-571.4760349646597,0
1843,-259.634711040308,-654.6883675679092,-570.9598771956927,0
1844,-259.6768956499301,-654.1654841695656,-571.2975598710391,0
1845,-258.79935552782973,-654.1721741302564,-571.42683726175,0
1846,-259.2322742713966,-654.4053189905551,-571.1520067162303,0
1847,-260.0238936856885,-654.2480755771662,-571.3331674401431,0
1848,-260.4395147267313,-654.4870845753558,-571.4342600639751,0
1849,-259.4913675674171,-654.4145114809298,-570.8352465963268,0
1850,-259.24681633807626,-654.923515311377,-571.2413448583925,0
1851,-259.5849302359669,-654.5362466875401,-571.198336184718,0
1852,-1274.0308946612338,-1072.1835413721396,-674.8583342407328,1
1853,-258.74780103615234,-654.0584590787245,-571.9617383292646,0
1854,-259.04807621628885,-654.3859271097084,-572.2057196835648,0
1855,-259.5563648430837,-654.1550685044137,-571.4558119794374,0
1856,-260.1361176390812,-654.1175772443196,-570.989392830586,0
1857,-258.9117802556862,-654.4698145799339,-571.219043652911,0
1858,-258.975190122533,-654.1324598702927,-571.4346537702024,0
1859,-259.888710563102,-654.554158347004,-571.1579797213421,0
1860,-258.9487822831927,-654.6543047953471,-571.4034589440838,0
1861,-259.5366801098893,-654.3891558060573,-571.7722302882306,0
1862,-259.7811917199165,-654.1071485653225,-570.9358759831358,0
1863,-259.5503931094787,-654.5969278760186,-571.3932317519233,0
1864,-259.4790383851284,-653.6600129946639,-571.054901713181,0
1865,-259.5321783431036,-654.7067156224554,-570.5719055163622,0
1866,-259.0825784509682,-654.3464336405366,-570.7874621369003,0
1867,-258.6496276393529,-654.2502182646732,-571.5582209687024,0
1868,-259.61800431593235,-654.519967323965,-571.5377071503606,0
1869,-259.65012933722835,-654.5279346357801,-570.9032074798267,0
1870,-259.9745156664756,-655.1137862552891,-572.2776060696629,0
1871,-258.99730617141,-653.741127853379,-570.997332337683,0
1872,-259.6266418081327,-654.447593420027,-571.8609529460344,0
1873,-259.10042851295265,-654.0996401148757,-570.8533755662772,0
1874,-259.3850517469368,-653.9691232789021,-571.874980665446,0
1875,-258.9586957148054,-654.9432278756797,-571.5770201682475,0
1876,-259.43920560064225,-654.3300918880884,-571.6602064772432,0
1877,-259.4086329146295,-654.2438935991491,-571.7158679274673,0
1878,-258.7247728221482,-654.3509407293212,-572.4078002546247,0
1879,-259.5484948320435,-653.927500782702,-570.791416405088,0
1880,-258.85722484201585,-653.9301338235449,-571.5842781544505,0
1881,-259.5899003371347,-654.2914079094135,-571.4328287530506,0
1882,-259.38769874276267,-653.6144885360754,-571.8532781921324,0
1883,-259.4576745431489,-654.7335625509036,-571.3352744204459,0
1884,-1274.9995623703164,-1073.157148938591,-673.104305820901,1
1885,-260.09902691829853,-654.5215583190164,-571.1926402845179,0
1886,-259.2568089117862,-654.8934285982655,-571.7803225857609,0
1887,-259.4707392483997,-655.1426034247631,-571.315876237406,0
1888,-259.3877427383374,-654.224715587196,-570.7606119486456,0
1889,-259.82292500995646,-654.5668872876704,-571.2813138057479,0
1890,-259.4079211922327,-654.6492540542595,-571.1398246730519,0
1891,-259.79436551725087,-653.8008739936007,-570.9654145152591,0
1892,-259.87205796494277,-654.4856954705843,-570.6253885898828,0
1893,-479.0971268874826,274.0006574203006,466.4460673037253,1
1894,-259.20346788578075,-653.8311303210712,-570.6658447461896,0
1895,-259.98527550700425,-654.8037274101292,-571.2869155435832,0
1896,-259.48970292583766,-655.0639538746883,-571.3117529096372,0
1897,-259.6015814499175,-654.4457161482928,-571.2146382775197,0
1898,-259.611876279766,-653.8838049397798,-570.9752031979737,0
1899,-259.4681797521682,-654.3698328878754,-570.3649759498248,0
1900,-258.7951938245547,-654.3079863991409,-571.243744058971,0
1901,-259.44353252226466,-655.0560079693857,-571.8108726238981,0
1902,-259.5900886136039,-654.0928279870499,-571.5027319207461,0
1903,-259.9016723525823,-654.7014912388812,-571.4742977170699,0
1904,-259.0043295505492,-654.1622295733905,-571.399572756481,0
1905,-260.1038620138332,-654.2866507946522,-571.1529431854148,0
1906,-259.6049070441416,-654.529054859196,-571.948793867698,0
1907,-259.0624822553076,-655.0470272696986,-571.3122499016974,0
1908,-259.7152977469072,-654.5529930744146,-570.9062978275043,0
1909,-1277.0472399599141,-1072.2595458440826,-674.5595489361656,1
1910,-260.2579458366831,-654.846816592664,-571.4528760888753,0
1911,-259.01157341826996,-654.1990991748385,-571.2816687082608,0
1912,-258.7162574299017,-654.2494952582997,-571.3500685217488,0
1913,-259.61288971891514,-654.1960673676306,-570.9064085512447,0
1914,-259.33180303279835,-655.2573187785797,-571.5123470510393,0
1915,-259.37903695888133,-654.7250624773172,-570.7832266455588,0
1916,-259.140492844666,-655.2336196204996,-571.4128060013733,0
1917,-259.312187017049,-654.5890117817231,-571.1555238905444,0
1918,-259.63584881976664,-654.0620197933096,-571.5048120794082,0
1919,-260.1416604307045,-654.9988425310428,-571.4383803952603,0
1920,-259.3945845377778,-654.5967877584424,-571.2650028343992,0
1921,-259.74783365104486,-653.9951392435672,-571.8767124793796,0
1922,-259.9120691517515,-654.5024704574025,-571.8035656093041,0
1923,-258.6723073844017,-654.3521390570671,-570.8972781941314,0
1924,-259.3839042648212,-654.8147617959191,-571.4003551860735,0
1925,-1274.96442622911,-1072.0067725958406,-674.5149275547251,1
1926,-259.9874885184128,-654.4810092182186,-571.696919304433,0
1927,-259.6291223968829,-653.8090343782263,-571.2382457674631,0
1928,-259.56201916665555,-654.367544724443,-571.5569354972454,0
1929,-259.966624310782,-654.7202991162615,-571.2984498088873,0
1930,-259.2939114386827,-654.125076002931,-572.0533980166094,0
1931,-259.83657367426616,-654.4108075966162,-571.1195662529597,0
1932,-259.4237777257453,-654.6477925165071,-571.3504757036297,0
1933,-259.3884929233728,-653.670739815249,-570.748395541658,0
1934,-259.278695330946,-654.4408654556258,-571.5456854334379,0
1935,-259.8688035950297,-654.6192210195871,-571.1499216653954,0
1936,-259.02937029349016,-654.5097872853881,-572.0729298664819,0
1937,-259.06774486394187,-654.4908673385249,-571.2764887488216,0
1938,-258.94982323065403,-654.5584290151721,-571.296425179762,0
1939,-258.494070454383,-654.8355351383357,-570.7176934977533,0
1940,-259.18719135596206,-654.6073644869548,-571.4258795139466,0
1941,-259.1955571973165,-654.3672960184005,-571.6488139449148,0
1942,-478.9070643090055,274.10910410476,466.46256433537314,1
1943,-259.5756406902901,-654.8124910189581,-571.1408585482745,0
1944,-259.18574801156245,-654.5297945084575,-570.685550322915,0
1945,-259.991491757059,-654.5894526201967,-571.9206912543531,0
1946,-259.6315564065282,-654.7355724924932,-571.6168344967905,0
1947,-258.7786383389689,-654.7541897092378,-571.3161622956873,0
1948,-259.93057910353224,-654.06980066417,-571.0707462035251,0
1949,-259.06582509022763,-654.8065367299099,-571.7960538779313,0
1950,-259.25861892067957,-654.9428579443672,-570.8734042926004,0
1951,-259.37315031032796,-654.1683214825916,-571.3506002801574,0
1952,-259.4801305493221,-654.8462960419947,-571.47837079385,0
1953,-259.68380299677386,-654.453192465803,-571.40856955392,0
1954,-259.86975276040346,-654.5824356301882,-570.7522948855775,0
1955,-259.0008636448318,-654.0180460427075,-571.1973502400982,0
1956,-259.3981100737065,-654.3539646344772,-570.9022032494535,0
1957,-1276.6213896923482,-1071.2243179212037,-673.866083738494,1
1958,-259.6082400259941,-654.371761512171,-571.2111006969706,0
1959,-258.89766907475473,-654.3670303814276,-571.6371761938364,0
1960,-259.44030915773135,-654.169167309943,-571.6761671448672,0
1961,-260.0292826787109,-655.2132831557127,-571.864182254105,0
1962,-259.79242689263623,-654.4694541267077,-570.877893129195,0
1963,-259.18913317501335,-654.1409100291528,-571.8125615976684,0
1964,-259.66253386287724,-655.1089537926031,-571.0449864147087,0
1965,-259.1223322486855,-654.2556624225774,-570.5002978690384,0
1966,-259.9146693046306,-654.6842625013547,-571.424014684027,0
1967,-259.4526524110911,-654.4836404110549,-571.7929772289292,0
1968,-258.9427425458061,-654.4233605686168,-571.4885807491029,0
1969,-260.0497935424683,-653.9718342322963,-571.0612339443649,0
1970,-259.2861795352375,-654.2716336323006,-571.5035229147547,0
1971,-259.5824375107514,-654.0839165507017,-571.4395174305752,0
1972,-258.8994511511747,-655.1556276006855,-570.8606800528296,0
1973,-259.18290275464227,-654.7678750699689,-570.669818196205,0
1974,-259.14042349477637,-655.329724659851,-571.3407557318717,0
1975,-258.63311932121695,-654.2307974510015,-571.3657482485104,0
1976,-258.17220124779504,-654.6202816606857,-571.1818748263346,0
1977,-258.6673296834869,-654.4889105898538,-570.7050388198803,0
1978,-259.10542080485925,-653.7373678633767,-571.0617179922114,0
1979,-259.60772883438693,-654.648335805005,-570.7365591864182,0
1980,-259.38950853377,-653.5265513132692,-571.3244350142082,0
1981,-258.7152173825839,-654.3496791888474,-571.1207484525539,0
1982,-259.69457683834685,-654.1749946999772,-571.4260188006884,0
1983,-1276.0919220380954,-1070.7441769637526,-674.573807050112,1
1984,-260.54760233610114,-653.7393996122278,-570.7651018844084,0
1985,-259.31106209552144,-654.0929993914502,-571.4853280358261,0
1986,-260.0448633907024,-654.540875304703,-571.5841789896449,0
1987,-1275.8137346621065,-1071.329060202579,-677.0502439355731,1
1988,-260.03593713037594,-655.5364934634633,-571.6346153461687,0
1989,-259.6834300190148,-654.2062080027652,-571.5032318440068,0
1990,-259.48611164073225,-653.8621961422199,-571.6556575679489,0
1991,-259.7836411363936,-654.2871975896047,-571.6070428179257,0
1992,-258.9566368340943,-654.7127847580169,-571.3037104700785,0
1993,-259.97281398807746,-654.641086864531,-571.1077948269593,0
1994,-259.49403078302856,-654.0246288694996,-571.1754384676196,0
1995,-259.7967916393769,-655.0067201017761,-571.2425705240346,0
1996,-478.6392567266153,274.1462121207099,466.8842736545733,1
1997,-259.28708254009337,-653.9081790063891,-571.5459382558621,0
1998,-259.31441922367134,-654.341291211505,-571.2849858117135,0
1999,-259.41153413122237,-655.0233834072629,-572.0915093520517,0
2000,-258.7763244863118,-654.7354020918805,-571.729344290611,0
2001,-259.9516050378193,-655.1334496019662,-571.2445911322554,0
2002,-258.6297885365669,-654.3418344157342,-571.8793452571945,0
2003,-259.27112719373616,-654.3195095730676,-571.1899084141112,0
2004,-259.08622188695495,-654.2628294832049,-571.7750676306019,0
2005,-259.42136246563,-654.7826607665621,-571.1432893715714,0
2006,-259.92483019652974,-654.3460188085697,-571.9789256989185,0
2007,-259.1175287121129,-654.2299898721965,-571.3525228924847,0
2008,-259.86455400315737,-654.5282978265664,-571.012178935389,0
2009,-259.3173020268017,-654.7294549323905,-571.8988133548899,0
2010,-259.3411739337214,-654.4468821230878,-571.7271994676964,0
2011,-259.0575278112465,-654.9154154154784,-571.4020330442835,0
2012,-258.95216972516505,-654.1485614154315,-570.3832166946124,0
2013,-259.5879495354201,-654.3421235612304,-571.3479617622264,0
2014,-259.23544222404144,-654.4542433374661,-570.5393342905143,0
2015,-259.8144421780443,-654.1320853520828,-571.4793643772778,0
2016,-259.5547889763656,-654.1580637257539,-571.6391544428199,0
2017,-260.11571548444186,-654.6388037859825,-571.5608774298909,0
2018,-259.45710101638235,-654.6860531613175,-571.9259293614838,0
2019,-259.61930293036494,-654.9867474674459,-571.1515221458163,0
2020,-1275.3658857156252,-1074.7837359284729,-676.7610493320219,1
2021,-259.327891830242,-654.7754004175102,-571.4155581088074,0
2022,-259.4385089525259,-654.8756733600089,-570.9615213003832,0
2023,-259.2677782926925,-654.449362842349,-571.8068706656583,0
2024,-259.3617055974469,-654.3088744202478,-570.5745594573162,0
2025,-259.5114035374551,-654.4643667119403,-570.850040149624,0
2026,-259.14781034082887,-654.282697081393,-571.2838496926591,0
2027,-259.5725649870311,-653.7509174000475,-571.4868465099653,0
2028,-259.121687094431,-654.5012845061154,-571.2250825087314,0
2029,-1276.6416477278476,-1072.204675468065,-673.4611378273138,1
2030,-259.4172687723667,-654.4276035677731,-571.7503254251312,0
2031,-259.36061393972824,-654.5389277039571,-571.2964116517018,0
2032,-259.5911771697372,-654.1291637418359,-571.3210466786528,0
2033,-1272.6578303676527,-1070.5812643998265,-673.9167620671706,1
2034,-259.0044543843376,-654.1154170338721,-571.6041415587293,0
2035,-259.0960248940243,-654.9634313260148,-570.9949947578007,0
2036,-259.7914605943379,-654.2031900572819,-570.9591559296856,0
2037,-478.3397950536621,274.52031346160993,466.4438407528828,1
2038,-259.3923529670612,-654.6355903573286,-571.0963855112719,0
2039,-259.0223948343076,-654.9200729795442,-571.4637186598289,0
2040,-259.1362217450987,-654.3976371984544,-570.8905111973985,0
2041,-259.32935519911643,-654.6502807448879,-570.7447429223532,0
2042,-259.1862342853721,-654.5223668621957,-570.6569194444417,0
2043,-259.4218036244044,-654.448905331435,-571.2963059992295,0
2044,-259.171717981824,-654.5188805557541,-571.2660748937037,0
2045,-259.5790567475518,-654.3845960497046,-571.2407683053838,0
2046,-258.82138475835455,-654.0770496389387,-571.454742371279,0
2047,-259.2264518657333,-654.9409129830784,-570.5166772064405,0
2048,-259.74296829526406,-654.3965083456455,-572.1345707407122,0
